1451	1349	Игра на тронове	Игра на тронове	Джордж Р. Р. Мартин	Джордж Р. Р. Мартин
1456	1350	Сблъсък на крале	Сблъсък на крале	Джордж Р. Р. Мартин	Джордж Р. Р. Мартин
1457	1810	Вихър от мечове	Вихър от мечове	Джордж Р. Р. Мартин	Джордж Р. Р. Мартин
1458	1520	Пир за врани	Пир за врани	Джордж Р. Р. Мартин	Джордж Р. Р. Мартин
1465	7521	Плът	Плът	Ричард Леймън	Ричард Леймън
1468	1102	Майстора и Маргарита	Майстора и Маргарита	Михаил Булгаков	Михаил Булгаков
1470	5883	Операция „Страшният съд“	Операция „Страшният съд“	Сидни Шелдън	Сидни Шелдън
1472	5668	Денят на змията	Денят на змията	Стив Олтън	Стив Олтън
1473	1054	Титан	Титан	Джон Варли	Джон Варли
1480	5576	Танц с дракони	Танц с дракони	Джордж Р. Р. Мартин	Джордж Р. Р. Мартин
1499	6051	Гравитация	Гравитация	Тес Геритсън	Тес Геритсън
1500	1917	Без гравитация	Без гравитация	Лоис Макмастър Бюджолд	Лоис Макмастър Бюджолд
1506	974	Експериментът Досейди	Експериментът Досейди	Франк Хърбърт	Франк Хърбърт
1507	558	Диви разкази	Диви разкази	Николай Хайтов	Николай Хайтов
1509	1616	Царството на злото	Царството на злото	Клифърд Саймък	Клифърд Саймък
1510	1610	Върколак	Върколак	Клифърд Саймък	Клифърд Саймък
1511	1302	Котешко лице	Котешко лице	Клифърд Саймък	Клифърд Саймък
1517	2155	Мъртвата зона	Мъртвата зона	Стивън Кинг	Стивън Кинг
1526	1409	Избрани произведения в два тома	Избрани произведения в два тома	Александър Беляев	Александър Беляев
1527	1409	Избрани произведения в два тома	Избрани произведения в два тома	Александър Беляев	Александър Беляев
1532	7976	Смехът на шопа	Смехът на шопа	Никола Анастасов	Никола Анастасов
1560	6967	Скитникът евреин	Скитникът евреин	Йожен Сю	Йожен Сю
1560	6968	Скитникът евреин	Скитникът евреин	Йожен Сю	Йожен Сю
1561	6967	Скитникът евреин	Скитникът евреин	Йожен Сю	Йожен Сю
1561	6968	Скитникът евреин	Скитникът евреин	Йожен Сю	Йожен Сю
1592	4310	Непосилната лекота на битието	Непосилната лекота на битието	Милан Кундера	Милан Кундера
1613	4613	УИНИПЕГСКИЯТ ВЪЛК	Уинипегският вълк	Ърнест Томпсън Ситън	Ърнест Томпсън Ситън
1614	298	ПОГРЕБАНАТА ТАЙНА	Погребаната тайна	ЛАФКАДИО ХЪРН	Лафкадио Хърн
1651	2325	Мъжът и жената интимно	Мъжът и жената интимно	Зигфрид Шнабл	Зигфрид Шнабл
1747	6041	Окръг Форд	Окръг Форд	Джон Гришам	Джон Гришам
1761	6765	Дневникът на един Дръндьо	Дневникът на един дръндьо	Джеф Кини	Джеф Кини
1806	5167	Бурята	Бурята	Цончо Родев	Цончо Родев
1807	5168	И стана ден	И стана ден	Цончо Родев	Цончо Родев
